id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
742,Union Hotel,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,98837,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
743,Union Hotel - Section 8 Mod Rehab,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
744,West Wing Shelter,"Downtown Emergency Service Center (DESC) provides essential emergency shelter services to the community. This program specifically focuses on individuals living with physical disabilities, individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
745,ECR Permanent Affordable housing Programs Ferdinand/Shelton Houses,El Centro de la Raza provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
746,Day Center,Elizabeth Gregory Home provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
747,Maple Leaf House,Elizabeth Gregory Home provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
748,REACH Housing First Rental Assistance,Evergreen Treatment Services provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
749,First Place Family Stabilization Housing Program,First Place School provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
750,Imani Village,First Place School provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
751,Paradise Baptist Church,Rainier Valley Food Bank provides essential food bank & meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"4353 S Henderson St, Seattle, WA 98118",Seattle,WA,98118,,,https://www.rvfb.org/grocery-mobile-markets,"Wednesday, Friday",General Public,Food Bank & Meal,https://logo.clearbit.com/rvfb.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
752,Odessa Brown - Othello,Rainier Valley Food Bank provides essential food bank & meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"3939 S Othello St,  Suite 101, Seattle, WA 98118",Seattle,WA,98118,,,https://www.rvfb.org/grocery-mobile-markets,Wednesday,Odessa Brown Childrens Clinic Patient Families,Food Bank & Meal,https://logo.clearbit.com/rvfb.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
753,Shoreline Lake Forest Park Senior Center,Sound Generations provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"18560 1st Ave NE, Bldg G, Shoreline, WA 98155",Shoreline,WA,98155,(206)-365-1536,,https://www.shorelinelfpseniorcenter.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",Older Adults 60+ and Eligible Participants,Meal,https://logo.clearbit.com/shorelinelfpseniorcenter.org,47.7654839,-122.3280209,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
754,University District Food Bank,University District Service League provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"5017 Roosevelt Way NE, Seattle, WA 98105",Seattle,WA,98105,(206)-523-7060,,https://www.udistrictfoodbank.org/services/,"Monday, Tuesday, Thursday, Friday",General Public,Food Bank,https://logo.clearbit.com/udistrictfoodbank.org,47.6655387,-122.3178395,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
755,YWCA Opportunity Place,"Operation Sack Lunch, Inc provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.",Food,,"2024 3rd Ave, Seattle, WA 98121",Seattle,WA,98121,(206)-347-6629,,https://www.oslserves.org/,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/oslserves.org,47.6130256,-122.3415787,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
756,OSL,"Operation Sack Lunch, Inc provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.",Food,,"700 Virginia St, Seattle, WA 98101",Seattle,WA,98101,(206)-347-6629,,https://www.oslserves.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/oslserves.org,47.6153602,-122.3374101,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
757,ADWAS Shelter,Abused Deaf Women Advocacy Services (ADWAS) provides essential emergency shelter services to the community. This program specifically focuses on domestic violence. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Domestic Violence,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/adwas.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
758,Transitional Housing (Duvall),Acres of Diamonds provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Snoqualmie Valley,WA,,,,,,"Single Adult Women, Women and Children",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
759,Africatown Community Home at Keiro,Africatown Community Land Trust provides essential emergency shelter services to the community. This program specifically focuses on black/african-american serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Black/African-American Serving,,Seattle,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/africatownseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
760,Africatown International Prevention Program,Africatown International provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,,,https://logo.clearbit.com/africatownseattle.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
761,The Beacon,Asian Counseling and Referral Services (ACRS) provides essential permanent supportive housing services to the community. This program specifically focuses on asian american and pacific islander serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Asian American and Pacific Islander Serving,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women",,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
762,Ray of Hope Day Center,Auburn Food Bank provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults and Couples",,https://logo.clearbit.com/rayhope.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
763,Ray of Hope Safe Parking,Auburn Food Bank provides essential safe parking services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults and Couples",,https://logo.clearbit.com/rayhope.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
764,Ray of Hope Sundown Shelter,Auburn Food Bank provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/rayhope.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
765,Bread of Life Day Shelter,Bread of Life Mission provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/breadoflifemission.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
766,Bread of Life Shelter,Bread of Life Mission provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Men,,https://logo.clearbit.com/breadoflifemission.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
767,Bridge Care Center,Bridge Care Center provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples, Women and Children",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
768,Camp United We Stand,Camp United We Stand provides essential sanctioned encampment services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,North King County,WA,,,,,,"Families with Children under 18, Single Adult Women, Single Adult Men",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
769,Anchor Shelter,Catholic Community Services provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
770,Bridge Shelter,Catholic Community Services provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
771,Bunny Wilburn Shelter and Referral Center,Catholic Community Services provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
772,CCS Shelter RRH Pilot,Catholic Community Services provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
773,Nhon's Place,First Place School provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
774,FOY - PH,Friends of Youth provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,East King County,WA,,,,,,"Families with Children at least one under 18, Young Adult (18 - 21) or (18 - 25)",,https://logo.clearbit.com/friendsofyouth.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
